gene_id,gene_name,library
ENSG00000233261.3,LINC00264,gc26
ENSG00000234296.1,RP13-16H11.7,gc26
ENSG00000231976.8,LINC00202-2,gc26
ENSG00000227932.2,RP13-16H11.9,gc26
ENSG00000279212.1,RP13-16H11.8,gc26
ENSG00000148459.15,PDSS1,gc26
ENSG00000234788.1,HSPA8P3,gc26
ENSG00000235843.1,RP13-16H11.5,gc26
ENSG00000136754.16,ABI1,gc26
ENSG00000223027.1,SNORA57,gc26
ENSG00000206605.1,RNU6-946P,gc26
ENSG00000283709.1,LINC00202-1,gc26
ENSG00000107890.16,ANKRD26,gc26
ENSG00000199855.1,RNU6-490P,gc26
ENSG00000136758.18,YME1L1,gc26
ENSG00000120539.14,MASTL,gc26
ENSG00000252639.1,RNU2-24P,gc26
ENSG00000107897.18,ACBD5,gc26
ENSG00000251839.1,RNU7-12P,gc26
ENSG00000262412.1,RP11-85G18.6,gc26
ENSG00000230445.4,LRRC37A6P,gc26
ENSG00000238021.6,ARMC4P1,gc26
ENSG00000278830.1,RP11-748L13.7,gc26
ENSG00000200369.1,RNU6-666P,gc26
ENSG00000215409.4,RP11-748L13.2,gc26
ENSG00000207135.1,RNU6-452P,gc26
ENSG00000260151.1,RP11-748L13.6,gc26
ENSG00000213770.3,FAM210CP,gc26
ENSG00000237956.1,TRIAP1P1,gc26
ENSG00000182077.10,PTCHD3,gc26
ENSG00000099246.16,RAB18,gc26
ENSG00000150051.13,MKX,gc26
ENSG00000230500.1,MKX-AS1,gc26
ENSG00000251810.1,RN7SKP132,gc26
ENSG00000169126.15,ARMC4,gc26
ENSG00000226016.1,RPL36AP55,gc26
ENSG00000233472.1,RP11-218D6.4,gc26
ENSG00000226395.1,MRPS21P5,gc26
ENSG00000150054.18,MPP7,gc26
ENSG00000275036.1,MIR8086,gc26
ENSG00000282996.1,RP11-351M16.4,gc26
ENSG00000237746.1,ZNF101P1,gc26
ENSG00000222666.2,U3,gc26
ENSG00000237128.1,RP11-351M16.3,gc26
ENSG00000224439.2,RPSAP10,gc26
ENSG00000222705.1,RN7SKP39,gc26
ENSG00000254635.5,WAC-AS1,gc26
ENSG00000095787.21,WAC,gc26
ENSG00000252401.1,RNU4ATAC6P,gc26
ENSG00000231911.1,TPRKBP1,gc26
ENSG00000207483.1,RNU6-1067P,gc26
ENSG00000095739.10,BAMBI,gc26
ENSG00000236716.1,RP11-478H13.1,gc26
ENSG00000201001.1,RNU6-270P,gc26
ENSG00000235824.4,LINC00837,gc26
ENSG00000232624.6,LINC01517,gc26
ENSG00000271220.1,RP11-478H13.4,gc26
ENSG00000204365.5,C10orf126,gc26
ENSG00000199402.1,RNA5SP308,gc26
ENSG00000229605.5,RPL21P93,gc26
ENSG00000120563.8,LYZL1,gc26
ENSG00000224597.9,SVIL-AS1,gc26
ENSG00000274985.1,PTCHD3P1,gc26
ENSG00000197321.14,SVIL,gc26
ENSG00000207612.1,MIR604,gc26
ENSG00000212411.1,SNORD115,gc26
ENSG00000216035.1,MIR938,gc26
ENSG00000225976.5,CKS1BP2,gc26
ENSG00000222092.1,RNU6-908P,gc26
ENSG00000237936.1,RP11-224P11.1,gc26
ENSG00000165757.8,KIAA1462,gc26
ENSG00000200887.1,RNU6-598P,gc26
ENSG00000230125.1,EEF1A1P39,gc26
ENSG00000259994.1,RP11-305E6.4,gc26
ENSG00000107951.14,MTPAP,gc26
ENSG00000250833.1,DNM1P17,gc26
ENSG00000241621.1,GOLGA2P6,gc26
ENSG00000239625.3,RN7SL241P,gc26
ENSG00000284277.1,MIR7162,gc26
ENSG00000214434.2,NIFKP1,gc26
ENSG00000235679.1,RP11-449I17.9,gc26
ENSG00000224473.1,CCND3P1,gc26
ENSG00000107968.9,MAP3K8,gc26
ENSG00000213778.2,HNRNPA1P32,gc26
ENSG00000228800.1,RP11-253D19.1,gc26
ENSG00000239744.3,RN7SL63P,gc26
ENSG00000230298.1,RP11-253D19.2,gc26
ENSG00000151033.8,LYZL2,gc26
ENSG00000234814.8,SVILP1,gc26
ENSG00000230720.1,RP11-14C22.6,gc26
ENSG00000183621.15,ZNF438,gc26
ENSG00000272914.1,RP11-330O11.3,gc26
ENSG00000237135.1,DDX10P1,gc26
ENSG00000272381.1,RP11-192P3.4,gc26
ENSG00000237036.4,ZEB1-AS1,gc26
ENSG00000252479.1,RNA5SP309,gc26
ENSG00000148516.21,ZEB1,gc26
ENSG00000230397.1,SPTLC1P1,gc26
ENSG00000223834.2,RP11-472N13.2,gc26
ENSG00000231855.1,GLUDP5,gc26
ENSG00000237797.1,RP11-472N13.3,gc26
ENSG00000222412.1,Y_RNA,gc26
ENSG00000165322.17,ARHGAP12,gc26
ENSG00000231148.1,HMGB1P7,gc26
ENSG00000230240.1,RPL34P19,gc26
ENSG00000239731.3,RN7SL825P,gc26
ENSG00000170759.10,KIF5B,gc26
ENSG00000206660.1,Y_RNA,gc26
ENSG00000234335.1,RPS4XP11,gc26
ENSG00000235113.1,RP11-241I20.4,gc26
ENSG00000234811.1,RP11-241I20.5,gc26
ENSG00000252482.1,RNU7-22P,gc26
ENSG00000217094.2,PPIAP31,gc26
ENSG00000233190.1,RPS24P13,gc26
ENSG00000227253.3,RP11-166N17.1,gc26
ENSG00000120616.15,EPC1,gc26
ENSG00000226842.1,RP11-166N17.3,gc26
ENSG00000233825.1,RP11-135A24.4,gc26
ENSG00000229327.1,RP11-135A24.2,gc26
ENSG00000200484.1,RNU6-1244P,gc26
ENSG00000216937.13,CCDC7,gc26
ENSG00000231245.2,C1DP1,gc26
ENSG00000273038.2,RP11-479G22.8,gc26
ENSG00000150093.18,ITGB1,gc26
ENSG00000228816.1,AK3P5,gc26
ENSG00000229656.6,RP11-462L8.1,gc26
ENSG00000234163.1,MTND4LP11,gc26
ENSG00000265319.2,RN7SL847P,gc26
ENSG00000229878.1,RP11-479G22.7,gc26
ENSG00000235962.5,RPL7AP53,gc26
ENSG00000233387.1,RP11-342D11.3,gc26
ENSG00000099250.17,NRP1,gc26
ENSG00000238258.1,RP11-342D11.2,gc26
ENSG00000244356.3,RN7SL398P,gc26
ENSG00000273012.1,RP11-90B22.1,gc26
ENSG00000226412.1,RP11-476F14.1,gc26
ENSG00000203565.2,RP13-259N13.2,gc26
ENSG00000261683.1,LINC00838,gc26
ENSG00000226407.1,RPL23P11,gc26
ENSG00000223470.3,RP11-490O24.2,gc26
ENSG00000148498.15,PARD3,gc26
ENSG00000199200.2,Y_RNA,gc26
ENSG00000234167.1,ELOBP4,gc26
ENSG00000229235.1,RPL37P18,gc26
ENSG00000215184.2,RPS12P16,gc26
ENSG00000226386.1,PARD3-AS1,gc26
ENSG00000232525.1,SS18L2P1,gc26
ENSG00000223047.1,RNU6-847P,gc26
ENSG00000222909.1,RNU6-193P,gc26
ENSG00000213724.4,PRDX2P2,gc26
ENSG00000283000.1,RP11-297A16.4,gc26
ENSG00000108094.14,CUL2,gc26
ENSG00000266228.1,MIR3611,gc26
ENSG00000230534.6,RP11-297A16.2,gc26
ENSG00000095794.19,CREM,gc26
ENSG00000253054.1,RNU7-77P,gc26
ENSG00000233343.1,ATP6V1G1P4,gc26
ENSG00000269952.1,RP11-324I22.3,gc26
ENSG00000233200.1,RP11-324I22.2,gc26
ENSG00000253070.1,RNU6-794P,gc26
ENSG00000108100.17,CCNY,gc26
ENSG00000200097.1,RNU6-1167P,gc26
ENSG00000271335.5,RP11-324I22.4,gc26
ENSG00000273312.2,RP11-425A6.5,gc26
ENSG00000177291.3,GJD4,gc26
ENSG00000177283.7,FZD8,gc26
ENSG00000284265.1,MIR4683,gc26
ENSG00000226646.1,RPL7P37,gc26
ENSG00000280719.1,PCAT5,gc26
ENSG00000227313.1,RP11-309N24.1,gc26
ENSG00000227475.1,RP11-810B23.1,gc26
ENSG00000236626.1,MTND5P17,gc26
ENSG00000228694.1,MTND4P18,gc26
ENSG00000237002.6,RP11-92J19.3,gc26
ENSG00000274458.1,SNORA40,gc26
ENSG00000229644.6,NAMPTP1,gc26
ENSG00000207271.1,Y_RNA,gc26
ENSG00000238176.1,RP11-322I2.1,gc26
ENSG00000233533.1,MKNK2P1,gc26
ENSG00000225355.1,ARL6IP1P2,gc26
ENSG00000148513.17,ANKRD30A,gc26
ENSG00000206796.1,RNU6-811P,gc26
ENSG00000234918.1,RP11-20F24.2,gc26
ENSG00000240800.1,ATP8A2P1,gc26
ENSG00000244402.3,RN7SL314P,gc26
ENSG00000252621.1,Y_RNA,gc26
ENSG00000235687.8,LINC00993,gc26
ENSG00000237970.1,TMEM161BP1,gc26
ENSG00000236313.1,VN1R53P,gc26
ENSG00000224920.1,TACC1P1,gc26
ENSG00000225276.1,MTND1P18,gc26
ENSG00000256892.2,MTRNR2L7,gc26
ENSG00000226578.1,RP11-258F22.1,gc26
ENSG00000198105.13,ZNF248,gc26
ENSG00000260137.1,RP11-258F22.2,gc26
ENSG00000225192.1,ZNF33BP1,gc26
ENSG00000228828.1,TLK2P2,gc26
ENSG00000236514.1,RP11-162G10.5,gc26
ENSG00000151963.4,ZNF37CP,gc26
ENSG00000235197.1,ZNF33CP,gc26
ENSG00000175395.15,ZNF25,gc26
ENSG00000226447.1,RP11-393J16.4,gc26
ENSG00000206840.1,Y_RNA,gc26
ENSG00000189180.15,ZNF33A,gc26
ENSG00000252132.1,RNU6-795P,gc26
ENSG00000275675.1,RP11-1021O19.2,gc26
ENSG00000226086.5,EIF3LP3,gc26
ENSG00000235964.1,FXYD6P2,gc26
ENSG00000075407.18,ZNF37A,gc26
ENSG00000283930.1,RP11-508N22.2,gc26
ENSG00000272983.1,RP11-508N22.12,gc26
ENSG00000225965.1,RP11-508N22.6,gc26
ENSG00000224761.4,RP11-508N22.9,gc26
ENSG00000226113.1,RP11-672F9.1,gc26
ENSG00000234941.1,RP11-508N22.11,gc26
ENSG00000099251.14,HSD17B7P2,gc26
ENSG00000120555.13,SEPT7P9,gc26
ENSG00000276805.2,RP11-291L22.9,gc26
ENSG00000222314.1,RNU6-1118P,gc26
ENSG00000228882.1,CICP9,gc26
ENSG00000203496.9,RP11-291L22.4,gc26
ENSG00000215151.4,ABCD1P2,gc26
ENSG00000277133.1,RP11-453N3.7,gc26
ENSG00000225638.1,PABPC1P12,gc26
ENSG00000233867.2,SLC9B1P3,gc26
ENSG00000227264.3,ACTR3BP5,gc26
ENSG00000234541.2,CHEK2P5,gc26
ENSG00000227679.1,RP11-453N3.1,gc26
ENSG00000233832.1,RP11-96F8.1,gc26
ENSG00000229485.1,KSR1P1,gc26
ENSG00000237592.2,IGKV1OR10-1,gc26
ENSG00000271650.1,AL031601.4,gc26
ENSG00000274167.4,AL031601.5,gc26
ENSG00000228755.1,PABPC1P8,gc26
ENSG00000215146.4,RP11-313J2.1,gc26
ENSG00000182632.15,CCNYL2,gc26
ENSG00000279239.1,RP11-178A10.3,gc26
ENSG00000185904.11,LINC00839,gc26
ENSG00000234420.7,ZNF37BP,gc26
ENSG00000270762.1,FXYD6P1,gc26
ENSG00000233837.1,EIF3LP2,gc26
ENSG00000196693.14,ZNF33B,gc26
ENSG00000277479.1,AL022345.10,gc26
ENSG00000272319.2,AL022345.7,gc26
ENSG00000272387.2,AL022345.11,gc26
ENSG00000251783.1,RNU6-1170P,gc26
ENSG00000232109.1,VN1R54P,gc26
ENSG00000233515.1,LINC01518,gc26
ENSG00000231009.1,CUBNP1,gc26
ENSG00000234864.1,AL022344.5,gc26
ENSG00000230425.1,RSU1P1,gc26
ENSG00000270552.1,DUXAP3,gc26
ENSG00000259869.1,AL022344.7,gc26
ENSG00000165733.7,BMS1,gc26
ENSG00000252416.1,RNU6-885P,gc26
ENSG00000234944.1,RP11-124O11.1,gc26
ENSG00000229630.1,LINC01264,gc26
ENSG00000263795.1,MIR5100,gc26
ENSG00000165731.18,RET,gc26
ENSG00000273008.1,RP11-351D16.3,gc26
ENSG00000169826.7,CSGALNACT2,gc26
ENSG00000198915.11,RASGEF1A,gc26
ENSG00000224265.1,RP11-168L22.2,gc26
ENSG00000221468.1,RNU6ATAC11P,gc26
ENSG00000150201.14,FXYD4,gc26
ENSG00000169813.16,HNRNPF,gc26
ENSG00000221400.2,U3,gc26
ENSG00000230555.2,RP11-517P14.2,gc26
ENSG00000243660.9,ZNF487,gc26
ENSG00000252532.1,RNU7-193P,gc26
ENSG00000236114.1,RP11-517P14.7,gc26
ENSG00000196793.13,ZNF239,gc26
ENSG00000232004.1,CAP1P2,gc26
ENSG00000198298.12,ZNF485,gc26
ENSG00000223910.1,ZNF32-AS3,gc26
ENSG00000237389.1,RP11-402L1.4,gc26
ENSG00000238263.1,RPL21P88,gc26
ENSG00000169740.13,ZNF32,gc26
ENSG00000226245.1,ZNF32-AS1,gc26
ENSG00000230565.1,ZNF32-AS2,gc26
ENSG00000228426.1,RP11-402L1.11,gc26
ENSG00000271173.1,RP11-272J7.6,gc26
ENSG00000224162.1,UQCRHP3,gc26
ENSG00000223746.1,ELOCP30,gc26
ENSG00000234973.5,RP11-272J7.4,gc26
ENSG00000226790.3,HNRNPA3P1,gc26
ENSG00000204187.5,LINC00619,gc26
ENSG00000226808.1,LINC00840,gc26
ENSG00000236769.1,RP11-168P8.5,gc26
ENSG00000227029.1,RP11-168P8.3,gc26
ENSG00000233395.1,LINC00841,gc26
ENSG00000237590.1,RP11-20J15.2,gc26
ENSG00000229116.2,RP11-20J15.3,gc26
ENSG00000277288.3,C10orf142,gc26
ENSG00000107562.16,CXCL12,gc26
ENSG00000214089.3,RPL9P21,gc26
ENSG00000270767.1,RP11-733D4.2,gc26
ENSG00000234580.1,RP11-733D4.1,gc26
ENSG00000227395.1,EIF2AP4,gc26
ENSG00000224812.2,TMEM72-AS1,gc26
ENSG00000234504.2,RP11-285G1.2,gc26
ENSG00000187783.11,TMEM72,gc26
ENSG00000223462.2,RP11-285G1.9,gc26
ENSG00000273363.1,RP11-285G1.14,gc26
ENSG00000107551.20,RASSF4,gc26
ENSG00000165507.8,C10orf10,gc26
ENSG00000165511.6,C10orf25,gc26
ENSG00000165512.4,ZNF22,gc26
ENSG00000226937.9,CEP164P1,gc26
ENSG00000277757.4,RP11-285G1.15,gc26
ENSG00000270258.1,DUXAP4,gc26
ENSG00000228462.1,RPS19P7,gc26
ENSG00000232554.8,RSU1P2,gc26
ENSG00000235690.2,CUBNP3,gc26
ENSG00000243349.2,RP11-445N18.7,gc26
ENSG00000236442.1,ANKRD54P1,gc26
ENSG00000230501.1,ANKRD30BP3,gc26
ENSG00000263476.1,MIR3156-1,gc26
ENSG00000227683.1,RP11-445N18.5,gc26
ENSG00000275312.1,RP11-432I13.5,gc26
ENSG00000278531.1,RP11-432I13.6,gc26
ENSG00000207071.1,RNU6-1207P,gc26
ENSG00000234993.1,CUBNP2,gc26
ENSG00000224402.1,OR6D1P,gc26
ENSG00000256574.6,OR13A1,gc26
ENSG00000012779.10,ALOX5,gc26
ENSG00000231964.1,RP11-67C2.2,gc26
ENSG00000165406.15,MARCH8,gc26
ENSG00000172671.19,ZFAND4,gc26
ENSG00000230869.1,AGAP10P,gc26
ENSG00000237840.6,FAM21FP,gc26
ENSG00000228702.1,RP11-671E7.1,gc26
ENSG00000172661.17,WASHC2C,gc26
ENSG00000270434.1,RP11-175I17.6,gc26
ENSG00000231122.5,FAM25E,gc26
ENSG00000188234.13,AGAP4,gc26
ENSG00000239883.8,PARGP1,gc26
ENSG00000239152.1,RNA5SP310,gc26
ENSG00000264217.2,RPL35AP25,gc26
ENSG00000265354.3,TIMM23,gc26
ENSG00000265733.1,SNORA74,gc26
ENSG00000266412.5,NCOA4,gc26
ENSG00000263639.5,MSMB,gc26
ENSG00000280012.2,RPL23AP61,gc26
ENSG00000264204.2,AGAP7P,gc26
ENSG00000263482.3,ANTXRLP1,gc26
ENSG00000274209.4,ANTXRL,gc26
ENSG00000279058.2,AGAP14,gc26
ENSG00000273225.4,FAM25BP,gc26
ENSG00000279458.2,CH17-335B8.4,gc26
ENSG00000264230.7,ANXA8L1,gc26
ENSG00000213412.3,HNRNPA1P33,gc26
ENSG00000204174.7,NPY4R,gc26
ENSG00000204175.5,GPRIN2,gc26
ENSG00000204176.13,SYT15,gc26
ENSG00000231187.2,RP11-38L15.3,gc26
ENSG00000229227.8,RP11-38L15.2,gc26
ENSG00000165874.12,FAM35BP,gc26
ENSG00000272430.1,RP11-38L15.8,gc26
ENSG00000229927.2,RHEBP1,gc26
ENSG00000274186.1,RN7SL248P,gc26
ENSG00000280913.2,CTSLP2,gc26
ENSG00000265366.6,GLUD1P2,gc26
ENSG00000215097.3,DUSP8P3,gc26
ENSG00000204177.10,BMS1P1,gc26
ENSG00000238405.1,RNA5SP311,gc26
ENSG00000243289.1,AGAP13P,gc26
ENSG00000150175.13,FRMPD2B,gc26
ENSG00000204179.10,PTPN20,gc26
ENSG00000266524.2,GDF10,gc26
ENSG00000263761.2,GDF2,gc26
ENSG00000265203.1,RBP3,gc26
ENSG00000265763.3,ZNF488,gc26
ENSG00000265190.6,ANXA8,gc26
ENSG00000270369.1,RP11-144G6.13,gc26
ENSG00000189090.7,FAM25G,gc26
ENSG00000224919.1,RP11-144G6.4,gc26
ENSG00000204172.12,AGAP9,gc26
ENSG00000254929.6,RP11-144G6.12,gc26
ENSG00000252877.1,RNA5SP312,gc26
ENSG00000251079.6,BMS1P2,gc26
ENSG00000265630.2,GLUD1P8,gc26
ENSG00000215065.3,DUSP8P4,gc26
ENSG00000266217.2,CTSLP2,gc26
ENSG00000264404.2,RP11-342C24.8,gc26
ENSG00000189014.7,FAM35DP,gc26
ENSG00000276544.1,RN7SL453P,gc26
ENSG00000226964.1,RHEBP2,gc26
ENSG00000277758.4,ABC7-42404400C24.1,gc26
ENSG00000276850.4,CH17-360D5.2,gc26
ENSG00000264717.5,CH17-360D5.1,gc26
ENSG00000273760.1,CH17-360D5.3,gc26
ENSG00000276430.2,FAM25C,gc26
ENSG00000265018.6,AGAP12P,gc26
ENSG00000252149.1,RNA5SP315,gc26
ENSG00000270025.2,BMS1P7,gc26
ENSG00000278561.1,PTPN20CP,gc26
ENSG00000170324.20,FRMPD2,gc26
ENSG00000225482.1,RPS6P14,gc26
ENSG00000107643.15,MAPK8,gc26
ENSG00000279822.1,RP11-541M12.6,gc26
ENSG00000128805.14,ARHGAP22,gc26
ENSG00000248682.1,ARHGAP22-IT1,gc26
ENSG00000231906.1,RP11-541M12.3,gc26
ENSG00000251413.1,RP11-534L6.5,gc26
ENSG00000236800.1,RP11-534L6.2,gc26
ENSG00000128815.19,WDFY4,gc26
ENSG00000228754.1,RPL13AP19,gc26
ENSG00000228403.1,RP11-563N6.6,gc26
ENSG00000241577.1,RP11-523O18.7,gc26
ENSG00000165383.11,LRRC18,gc26
ENSG00000233665.8,RP11-523O18.5,gc26
ENSG00000226576.1,RP11-523O18.1,gc26
ENSG00000264800.1,MIR4294,gc26
ENSG00000165633.12,VSTM4,gc26
ENSG00000234736.5,FAM170B-AS1,gc26
ENSG00000172538.6,FAM170B,gc26
ENSG00000204161.13,C10orf128,gc26
ENSG00000236208.1,C10orf71-AS1,gc26
ENSG00000177354.11,C10orf71,gc26
ENSG00000165606.8,DRGX,gc26
ENSG00000235939.1,RP11-123B3.2,gc26
ENSG00000225830.12,ERCC6,gc26
ENSG00000271237.1,HMGB1P50,gc26
ENSG00000070748.18,CHAT,gc26
ENSG00000187714.6,SLC18A3,gc26
ENSG00000178645.12,C10orf53,gc26
ENSG00000197444.9,OGDHL,gc26
ENSG00000226389.3,MAPK6PS6,gc26
ENSG00000229870.1,RPL21P89,gc26
ENSG00000227345.8,PARG,gc26
ENSG00000230166.1,RPL35AP24,gc26
ENSG00000204152.10,TIMM23B,gc26
ENSG00000223111.1,SNORA74,gc26
ENSG00000178440.5,LINC00843,gc26
ENSG00000222108.1,RNA5SP317,gc26
ENSG00000204149.10,AGAP6,gc26
ENSG00000235618.7,FAM21EP,gc26
ENSG00000226631.1,SLC9A3P3,gc26
ENSG00000099290.15,WASHC2A,gc26
ENSG00000233011.1,SLC9A3P1,gc26
ENSG00000188611.14,ASAH2,gc26
ENSG00000225137.1,DYNC1I2P1,gc26
ENSG00000198964.13,SGMS1,gc26
ENSG00000279863.1,RP11-521C22.2,gc26
ENSG00000225303.2,RP11-512N4.2,gc26
ENSG00000238523.1,RNU7-107P,gc26
ENSG00000226200.6,SGMS1-AS1,gc26
ENSG00000231588.1,SHQ1P1,gc26
ENSG00000231345.3,BEND3P1,gc26
ENSG00000232706.3,NUTM2HP,gc26
ENSG00000226168.1,RP11-564C4.4,gc26
ENSG00000230011.2,CTSLP4,gc26
ENSG00000213667.3,PGGT1BP1,gc26
ENSG00000204147.9,ASAH2B,gc26
ENSG00000148584.14,A1CF,gc26
ENSG00000229711.1,RP11-449O16.2,gc26
ENSG00000236944.1,CCDC58P2,gc26
ENSG00000261368.1,RP11-96B5.4,gc26
ENSG00000185532.15,PRKG1,gc26
ENSG00000223502.1,RP11-96B5.3,gc26
ENSG00000231132.1,RP11-40C11.2,gc26
ENSG00000207813.1,MIR605,gc26
ENSG00000235279.1,RP11-539E19.2,gc26
ENSG00000213659.4,RSU1P3,gc26
ENSG00000177613.8,CSTF2T,gc26
ENSG00000236671.7,PRKG1-AS1,gc26
ENSG00000107984.9,DKK1,gc26
ENSG00000213657.3,RPL31P44,gc26
ENSG00000227972.1,THAP12P3,gc26
ENSG00000231131.6,LINC01468,gc26
ENSG00000228651.1,RP11-556E13.1,gc26
ENSG00000165471.6,MBL2,gc26
ENSG00000201196.1,Y_RNA,gc26
ENSG00000227121.1,RP11-319F12.2,gc26
ENSG00000231399.1,SNRPEP8,gc26
ENSG00000226296.1,RP11-71J2.1,gc26
ENSG00000252161.1,RNA5SP318,gc26
ENSG00000233805.1,RP11-449J3.3,gc26
ENSG00000150275.17,PCDH15,gc26
ENSG00000252252.1,RNU6-687P,gc26
ENSG00000234173.1,RP11-257I14.1,gc26
ENSG00000224697.1,NEFMP1,gc26
ENSG00000221594.1,MIR548F1,gc26
ENSG00000236958.1,RP11-264A11.1,gc26
ENSG00000236744.2,RP11-168O22.1,gc26
ENSG00000223800.1,RP11-598C10.2,gc26
ENSG00000228048.1,RP11-598C10.1,gc26
ENSG00000249860.3,MTRNR2L5,gc26
ENSG00000236993.2,GAPDHP21,gc26
ENSG00000270541.1,RP11-478B11.2,gc26
ENSG00000122952.16,ZWINT,gc26
ENSG00000238707.1,SNORD2,gc26
ENSG00000264747.1,MIR3924,gc26
ENSG00000235810.1,RP11-550A9.1,gc26
ENSG00000223841.1,RP11-448K10.1,gc26
ENSG00000270192.1,MRPS35P3,gc26
ENSG00000232115.1,RP11-123G9.1,gc26
ENSG00000151151.5,IPMK,gc26
ENSG00000180221.6,TPT1P10,gc26
ENSG00000122873.11,CISD1,gc26
ENSG00000228527.1,RP11-179B15.5,gc26
ENSG00000261076.1,RP11-179B15.6,gc26
ENSG00000072401.14,UBE2D1,gc26
ENSG00000108064.10,TFAM,gc26
ENSG00000122870.11,BICC1,gc26
ENSG00000183055.5,FAM133CP,gc26
ENSG00000252076.1,RN7SKP196,gc26
ENSG00000237949.1,LINC00844,gc26
ENSG00000226888.2,RPLP1P10,gc26
ENSG00000226557.1,TRAF6P1,gc26
ENSG00000165443.11,PHYHIPL,gc26
ENSG00000148541.12,FAM13C,gc26
ENSG00000236556.1,RP11-443O13.3,gc26
ENSG00000235469.1,MRPL50P4,gc26
ENSG00000235140.1,RP11-135D11.2,gc26
ENSG00000165449.11,SLC16A9,gc26
ENSG00000227877.6,MRLN,gc26
ENSG00000108091.10,CCDC6,gc26
ENSG00000235931.2,LINC01553,gc26
ENSG00000151150.21,ANK3,gc26
ENSG00000232682.2,RP11-388P9.2,gc26
ENSG00000202190.1,Y_RNA,gc26
ENSG00000282121.1,RP11-388P9.3,gc26
ENSG00000122872.8,ARL4AP1,gc26
ENSG00000254271.1,RP11-131N11.4,gc26
ENSG00000170312.15,CDK1,gc26
ENSG00000072422.16,RHOBTB1,gc26
ENSG00000223107.1,RNU2-72P,gc26
ENSG00000227244.2,LINC00845,gc26
ENSG00000196932.11,TMEM26,gc26
ENSG00000237233.2,TMEM26-AS1,gc26
ENSG00000183346.6,C10orf107,gc26
ENSG00000272592.1,RP11-63A2.2,gc26
ENSG00000233643.2,RP11-491H19.1,gc26
ENSG00000150347.14,ARID5B,gc26
ENSG00000182010.10,RTKN2,gc26
ENSG00000234756.1,RP11-120C12.3,gc26
ENSG00000240940.3,RN7SL591P,gc26
ENSG00000138311.15,ZNF365,gc26
ENSG00000234489.1,ALDH7A1P4,gc26
ENSG00000238280.1,RP11-436D10.3,gc26
ENSG00000181915.4,ADO,gc26
ENSG00000122877.15,EGR2,gc26
ENSG00000199446.1,RNU6-543P,gc26
ENSG00000224301.1,RP11-144G16.1,gc26
ENSG00000148572.15,NRBF2,gc26
ENSG00000171988.18,JMJD1C,gc26
ENSG00000234369.1,TATDN1P1,gc26
ENSG00000270421.1,RP11-351O1.4,gc26
ENSG00000221063.3,MIR1296,gc26
ENSG00000235816.3,PRELID1P3,gc26
ENSG00000272767.1,JMJD1C-AS1,gc26
ENSG00000224412.1,RP11-351O1.3,gc26
ENSG00000165476.13,REEP3,gc26
ENSG00000232075.1,MRPL35P2,gc26
ENSG00000270352.1,RP11-111N20.4,gc26
ENSG00000228566.1,RP11-170M17.1,gc26
ENSG00000213609.3,RPL7AP50,gc26
ENSG00000226426.1,RP11-174J11.1,gc26
ENSG00000235489.4,DBF4P1,gc26
ENSG00000233900.1,RPL17P35,gc26
ENSG00000270648.1,CYP2C61P,gc26
ENSG00000216740.2,ANXA2P3,gc26
ENSG00000224714.2,RP11-179K3.2,gc26
ENSG00000270754.1,NEK4P3,gc26
ENSG00000282906.1,RP11-252C24.3,gc26
ENSG00000227173.1,MYL6P3,gc26
ENSG00000233724.1,RP11-252C24.2,gc26
ENSG00000235356.1,RP11-428G2.1,gc26
ENSG00000228065.10,LINC01515,gc26
ENSG00000183230.16,CTNNA3,gc26
ENSG00000273360.1,RP11-210G22.1,gc26
ENSG00000277056.1,RP11-65E10.1,gc26
ENSG00000198739.10,LRRTM3,gc26
ENSG00000225299.1,RP11-344A5.1,gc26
ENSG00000226448.1,RPL7AP51,gc26
ENSG00000276866.1,MIR7151,gc26
ENSG00000213606.3,AKR1B10P1,gc26
ENSG00000225922.1,RPL21P92,gc26
ENSG00000108176.14,DNAJC12,gc26
ENSG00000212520.1,RNU6-1250P,gc26
ENSG00000239942.2,RN7SL394P,gc26
ENSG00000237141.1,DNAJC19P1,gc26
ENSG00000272892.1,RP11-57G10.8,gc26
ENSG00000252113.2,RNU6-523P,gc26
ENSG00000219932.6,RPL12P8,gc26
ENSG00000096717.11,SIRT1,gc26
ENSG00000148634.15,HERC4,gc26
ENSG00000226318.1,RPS3AP38,gc26
ENSG00000266467.2,RN7SL220P,gc26
ENSG00000236375.3,POU5F1P5,gc26
ENSG00000138347.15,MYPN,gc26
ENSG00000222371.1,RN7SKP202,gc26
ENSG00000179774.8,ATOH7,gc26
ENSG00000233590.1,RP11-153K11.3,gc26
ENSG00000234102.1,KRT19P4,gc26
ENSG00000108187.15,PBLD,gc26
ENSG00000096746.17,HNRNPH3,gc26
ENSG00000204130.12,RUFY2,gc26
ENSG00000138346.14,DNA2,gc26
ENSG00000234806.1,RPL26P29,gc26
ENSG00000199638.1,RNA5SP319,gc26
ENSG00000122912.14,SLC25A16,gc26
ENSG00000226493.1,RPL26P27,gc26
ENSG00000207438.1,Y_RNA,gc26
ENSG00000214881.4,TMEM14DP,gc26
ENSG00000138336.8,TET1,gc26
ENSG00000213025.2,COX20P1,gc26
ENSG00000227583.1,RPS3AP37,gc26
ENSG00000260400.1,RP11-119F7.5,gc26
